,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
5570,Wavre,HOUSE,VILLA,495000.0,4.0,175.0,SEMI_EQUIPPED,0,1.0,1,26.0,1,0.0,660.0,4.0,0,TO_BE_DONE_UP
5571,LEEST,HOUSE,HOUSE,495000.0,3.0,192.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,0.0,820.0,4.0,0,TO_BE_DONE_UP
5572,Schaerbeek,HOUSE,HOUSE,500000.0,5.0,201.0,INSTALLED,0,0.0,1,15.0,1,35.0,110.0,2.0,0,TO_BE_DONE_UP
5573,EKE,HOUSE,HOUSE,515000.0,3.0,176.0,NOT_INSTALLED,0,1.0,0,0.0,0,0.0,606.0,4.0,0,UNKNOWN
5574,Gent,HOUSE,APARTMENT_BLOCK,525000.0,5.0,350.5386996904025,HYPER_EQUIPPED,1,0.0,0,0.0,1,5.0,79.0,2.0,0,JUST_RENOVATED
5575,Cerfontaine,HOUSE,HOUSE,530000.0,6.0,737.0,SEMI_EQUIPPED,0,1.0,0,0.0,1,0.0,3951.0,4.0,0,GOOD
5576,Uccle,HOUSE,HOUSE,535000.0,4.0,170.0,USA_HYPER_EQUIPPED,0,0.0,1,20.0,1,250.0,345.0,2.0,0,TO_BE_DONE_UP
5577,Kasterlee,HOUSE,HOUSE,539000.0,4.0,197.0,INSTALLED,0,0.0,1,0.0,1,0.0,537.0,4.0,0,GOOD
5578,Anderlecht,HOUSE,APARTMENT_BLOCK,540000.0,2.0,280.0,INSTALLED,0,0.0,1,0.0,0,0.0,139.0,2.0,0,UNKNOWN
5579,STEENHUFFEL,HOUSE,HOUSE,545000.0,4.0,236.0,INSTALLED,0,0.0,1,0.0,1,0.0,3197.0,4.0,0,GOOD
5580,Ternat,HOUSE,HOUSE,549000.0,3.0,180.0,USA_HYPER_EQUIPPED,0,0.0,1,70.0,1,0.0,1066.0,3.0,0,JUST_RENOVATED
5581,Arendonk,HOUSE,HOUSE,549000.0,3.0,262.0,INSTALLED,0,1.0,1,0.0,1,0.0,1796.0,4.0,0,GOOD
5582,Boortmeerbeek,HOUSE,VILLA,549000.0,4.0,165.0,USA_INSTALLED,0,0.0,1,42.0,1,360.0,660.0,4.0,0,JUST_RENOVATED
5583,BRUSSEGEM,HOUSE,HOUSE,550000.0,6.0,295.0,INSTALLED,0,0.0,1,0.0,0,0.0,672.0,3.0,0,GOOD
5584,Saint-remy (-lez-dalhem),HOUSE,HOUSE,550000.0,4.0,242.0,INSTALLED,0,0.0,1,91.0,1,1323.0,1615.0,4.0,0,AS_NEW
5585,CHÂTELINEAU,HOUSE,HOUSE,550000.0,3.0,241.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,2396.0,4.0,0,GOOD
5586,Arlon,HOUSE,HOUSE,550000.0,4.0,175.0,INSTALLED,0,0.0,0,0.0,1,0.0,1670.0,4.0,0,GOOD
5587,Brasschaat,HOUSE,HOUSE,565000.0,4.0,194.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,315.0,471.0,3.0,0,AS_NEW
5588,Wetteren,HOUSE,EXCEPTIONAL_PROPERTY,570000.0,4.0,353.0,HYPER_EQUIPPED,0,0.0,1,24.0,1,73.0,272.0,2.0,0,AS_NEW
5589,Ittre,HOUSE,EXCEPTIONAL_PROPERTY,575000.0,3.0,160.0,INSTALLED,0,0.0,1,100.0,0,0.0,5335.0,4.0,0,TO_BE_DONE_UP
5590,Liège,HOUSE,HOUSE,575000.0,5.0,340.0,NOT_DEFINED,0,1.0,1,0.0,1,424.0,581.0,3.0,0,TO_BE_DONE_UP
5591,RONQUIÈRES,HOUSE,EXCEPTIONAL_PROPERTY,575000.0,3.0,160.0,INSTALLED,0,0.0,1,100.0,0,0.0,5335.0,4.0,0,TO_BE_DONE_UP
5592,Sainte-Ode,HOUSE,MIXED_USE_BUILDING,580000.0,9.0,884.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,4200.0,5200.0,3.0,0,GOOD
5593,Marche-en-Famenne,HOUSE,MIXED_USE_BUILDING,580000.0,9.0,884.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,4200.0,5200.0,3.0,0,GOOD
5594,Grez-Doiceau,HOUSE,VILLA,595000.0,5.0,224.0,INSTALLED,0,1.0,1,0.0,1,0.0,846.0,4.0,1,UNKNOWN
5595,Zaventem Sterrebeek,HOUSE,APARTMENT_BLOCK,624000.0,4.0,295.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,143.0,3.0,0,UNKNOWN
5596,Schaerbeek,HOUSE,HOUSE,625000.0,4.0,220.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,128.0,2.0,0,TO_RENOVATE
5597,Ganshoren,HOUSE,APARTMENT_BLOCK,630000.0,5.0,320.0,SEMI_EQUIPPED,0,0.0,1,44.0,0,0.0,144.0,2.0,0,GOOD
5598,Arlon,HOUSE,HOUSE,640000.0,4.0,236.0,INSTALLED,0,1.0,0,0.0,1,0.0,1080.0,4.0,0,GOOD
5599,Kortrijk,HOUSE,HOUSE,645000.0,3.0,285.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,94.0,2.0,0,GOOD
5600,Begijnendijk,HOUSE,HOUSE,349000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,599.0,0.0,0,UNKNOWN
5601,Herenthout,HOUSE,HOUSE,400000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,400.0,0.0,0,JUST_RENOVATED
5602,Deftinge,HOUSE,HOUSE,299000.0,4.0,193.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,613.0,0.0,0,TO_RENOVATE
5603,Aaigem,APARTMENT,APARTMENT,326700.0,2.0,105.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,1.0,0,UNKNOWN
5604,Ledeberg,HOUSE,HOUSE,289000.0,3.0,136.0,INSTALLED,0,0.0,1,0.0,1,0.0,85.0,0.0,0,GOOD
5605,Lauwe,APARTMENT,APARTMENT,235000.0,2.0,92.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5606,Menen,HOUSE,HOUSE,239000.0,2.0,181.0,INSTALLED,0,0.0,1,0.0,1,80.0,161.0,0.0,0,JUST_RENOVATED
5607,Zonhoven,HOUSE,HOUSE,365000.0,4.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,1,0.0,0.0,0.0,0,UNKNOWN
5608,Bree,APARTMENT,APARTMENT,279000.0,2.0,91.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5609,Leuven,APARTMENT,APARTMENT,167500.0,1.0,28.0,NOT_DEFINED,1,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5610,Leuven,APARTMENT,KOT,125000.0,1.0,14.0,INSTALLED,1,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
5611,Schriek,HOUSE,HOUSE,375000.0,3.0,91.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1415.0,0.0,0,TO_BE_DONE_UP
5612,Hulshout,HOUSE,HOUSE,399000.0,4.0,250.0,INSTALLED,0,0.0,0,0.0,0,0.0,738.0,0.0,0,UNKNOWN
5613,Putte,HOUSE,HOUSE,589000.0,4.0,261.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,523.0,0.0,0,UNKNOWN
5614,Schriek,HOUSE,HOUSE,310000.0,2.0,150.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,3000.0,0.0,0,TO_RENOVATE
5615,Rijmenam,HOUSE,HOUSE,487000.0,3.0,254.0,INSTALLED,0,0.0,0,0.0,0,0.0,2647.0,0.0,0,UNKNOWN
5616,Wiekevorst,HOUSE,HOUSE,394000.0,4.0,188.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,305.0,0.0,0,UNKNOWN
5617,Averbode,HOUSE,HOUSE,399000.0,4.0,211.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,518.0,0.0,0,UNKNOWN
5618,Heist-op-den-Berg,HOUSE,HOUSE,480000.0,5.0,192.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,261.0,0.0,0,UNKNOWN
5619,Heist-op-den-Berg,HOUSE,HOUSE,465000.0,5.0,204.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,184.0,0.0,0,UNKNOWN
5620,Heist-op-den-Berg,HOUSE,HOUSE,450000.0,4.0,178.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,278.0,0.0,0,UNKNOWN
5621,Keerbergen,HOUSE,HOUSE,390000.0,3.0,246.0,INSTALLED,0,0.0,1,0.0,1,0.0,1105.0,0.0,0,TO_RENOVATE
5622,Beerzel,HOUSE,HOUSE,355000.0,2.0,178.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,1300.0,0.0,0,TO_RENOVATE
5623,Stavelot,HOUSE,HOUSE,399000.0,3.0,125.0,NOT_DEFINED,1,0.0,0,0.0,1,0.0,1101.0,0.0,0,UNKNOWN
5624,Beerzel,HOUSE,HOUSE,499000.0,3.0,395.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1286.0,0.0,0,UNKNOWN
5625,Trois Ponts,HOUSE,HOUSE,185000.0,3.0,138.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,542.0,0.0,0,TO_BE_DONE_UP
5626,Herenthout,APARTMENT,APARTMENT,299000.0,2.0,136.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5627,Deurne,APARTMENT,APARTMENT,349000.0,3.0,167.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5628,Deurne,APARTMENT,APARTMENT,195000.0,2.0,82.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5629,Deurne,APARTMENT,APARTMENT,198000.0,2.0,70.0,INSTALLED,0,0.0,0,0.0,1,0.0,0.0,0.0,0,UNKNOWN
5630,Marke,HOUSE,VILLA,1296000.0,5.0,550.0,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,2529.0,0.0,0,TO_BE_DONE_UP
5631,Woluwe-Saint-Pierre,HOUSE,EXCEPTIONAL_PROPERTY,2350000.0,6.0,594.0,INSTALLED,0,0.0,1,60.0,1,1500.0,1867.0,4.0,0,TO_BE_DONE_UP
5632,Woluwe-Saint-Pierre,HOUSE,VILLA,2350000.0,6.0,594.0,HYPER_EQUIPPED,0,0.0,1,60.0,1,1500.0,1.0,4.0,0,TO_BE_DONE_UP
5633,Lede,HOUSE,HOUSE,515000.0,4.0,220.0,HYPER_EQUIPPED,0,0.0,1,20.0,1,350.0,350.0,3.0,0,AS_NEW
5634,Geraardsbergen,HOUSE,HOUSE,189000.0,2.0,220.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,100.0,2.0,0,UNKNOWN
5635,Gembloux,HOUSE,MIXED_USE_BUILDING,195000.0,3.0,120.0,INSTALLED,0,0.0,1,0.0,1,0.0,82.0,3.0,0,TO_RENOVATE
5636,ORP-LE-GRAND,HOUSE,HOUSE,335923.0,3.0,163.0,INSTALLED,0,0.0,0,0.0,1,0.0,426.0,3.0,0,UNKNOWN
5637,ORP-LE-GRAND,HOUSE,HOUSE,337280.0,3.0,163.0,INSTALLED,0,0.0,0,0.0,1,0.0,437.0,3.0,0,UNKNOWN
5638,ORP-LE-GRAND,HOUSE,HOUSE,340167.0,4.0,159.0,INSTALLED,0,0.0,0,0.0,1,0.0,399.0,3.0,0,UNKNOWN
5639,ORP-LE-GRAND,HOUSE,HOUSE,341006.0,4.0,156.0,INSTALLED,0,0.0,0,0.0,1,0.0,408.0,3.0,0,UNKNOWN
5640,ORP-LE-GRAND,HOUSE,HOUSE,341167.0,4.0,159.0,INSTALLED,0,0.0,0,0.0,1,0.0,433.0,3.0,0,UNKNOWN
5641,ORP-LE-GRAND,HOUSE,HOUSE,341190.0,4.0,159.0,INSTALLED,0,0.0,0,0.0,1,0.0,426.0,3.0,0,UNKNOWN
5642,ORP-LE-GRAND,HOUSE,HOUSE,347057.0,4.0,159.0,INSTALLED,0,0.0,0,0.0,1,0.0,603.0,3.0,0,UNKNOWN
5643,Wemmel,HOUSE,HOUSE,485000.0,2.0,125.0,USA_HYPER_EQUIPPED,0,0.0,1,17.0,0,0.0,0.0,2.0,0,AS_NEW
5644,Laarne,HOUSE,VILLA,598000.0,4.0,312.0,INSTALLED,0,0.0,1,0.0,1,0.0,1026.0,4.0,0,UNKNOWN
5645,Keerbergen,HOUSE,MIXED_USE_BUILDING,1295000.0,5.0,507.0,NOT_DEFINED,0,1.0,1,11.0,1,1560.0,1560.0,4.0,0,UNKNOWN
5646,Keerbergen,HOUSE,VILLA,1295000.0,5.0,507.0,NOT_DEFINED,0,1.0,1,11.0,1,1560.0,1560.0,4.0,0,UNKNOWN
5647,Knokke-Heist,HOUSE,VILLA,1295000.0,3.0,136.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,204.0,204.0,3.0,0,AS_NEW
5648,Bruxelles,HOUSE,APARTMENT_BLOCK,1350000.0,0.0,205.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,205.0,2.0,0,AS_NEW
5649,Deurne,HOUSE,HOUSE,269000.0,2.0,130.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,157.0,241.0,2.0,0,TO_RENOVATE
5650,La Louvière Strépy-Bracquegnies,HOUSE,MIXED_USE_BUILDING,270000.0,4.0,511.0,SEMI_EQUIPPED,0,0.0,1,68.0,0,0.0,590.0,2.0,0,GOOD
5651,Roosdaal Pamel,HOUSE,BUNGALOW,349000.0,3.0,187.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1083.0,4.0,0,GOOD
5652,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,385000.0,3.0,120.0,INSTALLED,0,0.0,1,0.0,1,0.0,110.0,2.0,0,GOOD
5653,Wielsbeke,HOUSE,HOUSE,399000.0,3.0,178.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,454.0,4.0,0,GOOD
5654,Assebroek,HOUSE,HOUSE,419000.0,3.0,133.0,HYPER_EQUIPPED,0,0.0,1,25.0,1,135.0,175.0,2.0,0,AS_NEW
5655,Deurne,HOUSE,TOWN_HOUSE,425000.0,3.0,173.0,INSTALLED,0,1.0,0,0.0,1,60.0,149.0,2.0,0,AS_NEW
5656,Herzele,HOUSE,HOUSE,449000.0,5.0,238.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,80.0,265.0,3.0,0,AS_NEW
5657,Assebroek,HOUSE,MANSION,489000.0,4.0,178.0,HYPER_EQUIPPED,0,0.0,1,25.0,1,140.0,206.0,2.0,0,AS_NEW
5658,Schaerbeek,HOUSE,HOUSE,520000.0,4.0,225.0,NOT_INSTALLED,0,0.0,1,10.0,1,80.0,188.0,2.0,0,UNKNOWN
5659,Jalhay,HOUSE,FARMHOUSE,735000.0,4.0,396.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,13500.0,13000.0,4.0,0,GOOD
5660,VIERSET-BARSE,HOUSE,MIXED_USE_BUILDING,395000.0,6.0,286.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,0.0,958.0,4.0,0,GOOD
5661,Antwerp,APARTMENT,APARTMENT,435000.0,2.0,81.0,INSTALLED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,UNKNOWN
5662,Antwerp,APARTMENT,APARTMENT,449000.0,2.0,81.0,INSTALLED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,UNKNOWN
5663,SINT-KATELIJNE-WAVER,HOUSE,HOUSE,355000.0,3.0,135.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
5664,Mechelen,HOUSE,HOUSE,355000.0,3.0,135.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,300.0,2.0,0,UNKNOWN
5665,SINT-NIKLAAS,APARTMENT,APARTMENT,220000.0,2.0,91.0,INSTALLED,0,0.0,1,10.0,0,0.0,0.0,2.0,0,GOOD
5666,Ronse,HOUSE,MIXED_USE_BUILDING,299000.0,3.0,175.0,INSTALLED,0,0.0,1,0.0,0,0.0,232.0,3.0,0,AS_NEW
5667,Ronse,HOUSE,MIXED_USE_BUILDING,299000.0,3.0,175.0,INSTALLED,0,0.0,0,0.0,0,0.0,232.0,0.0,0,AS_NEW
5668,Ronse,HOUSE,HOUSE,299000.0,3.0,175.0,INSTALLED,0,0.0,1,0.0,0,0.0,232.0,3.0,0,AS_NEW
5669,Ronse,HOUSE,HOUSE,299000.0,3.0,175.0,INSTALLED,0,0.0,0,0.0,0,0.0,232.0,0.0,0,AS_NEW
5670,Bruxelles,APARTMENT,APARTMENT,510000.0,4.0,161.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
5671,Bruxelles,APARTMENT,APARTMENT,410000.0,3.0,125.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
5672,HAM-SUR-SAMBRE,HOUSE,HOUSE,179000.0,2.0,131.0,USA_INSTALLED,0,0.0,0,0.0,0,0.0,529.0,3.0,0,UNKNOWN
5673,Bruxelles,APARTMENT,APARTMENT,410000.0,3.0,128.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
5674,Gullegem,HOUSE,HOUSE,325000.0,5.0,308.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,975.0,2.0,0,TO_BE_DONE_UP
5675,Kuurne,APARTMENT,APARTMENT,189000.0,2.0,91.0,NOT_DEFINED,0,0.0,0,0.0,1,6.0,0.0,2.0,0,GOOD
5676,Ieper,HOUSE,HOUSE,329500.0,5.0,340.0,NOT_DEFINED,0,0.0,0,0.0,1,57.0,171.0,2.0,0,GOOD
5677,Bavikhove,HOUSE,FARMHOUSE,625000.0,4.0,204.0,NOT_DEFINED,0,0.0,0,0.0,1,10000.0,11179.0,4.0,0,TO_RENOVATE
5678,Brussel,APARTMENT,APARTMENT,225000.0,1.0,61.0,NOT_DEFINED,0,0.0,1,5.0,0,0.0,0.0,1.0,0,GOOD
5679,Gent,APARTMENT,APARTMENT,389000.0,2.0,88.0,NOT_DEFINED,0,0.0,1,8.0,0,0.0,0.0,0.0,0,GOOD
5680,Knokke-Heist,HOUSE,VILLA,5650000.0,6.0,404.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,561.0,4.0,0,GOOD
5681,Turnhout,APARTMENT,APARTMENT,175000.0,2.0,85.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
5682,Leopoldsburg,HOUSE,HOUSE,685000.0,4.0,325.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1337.0,4.0,1,GOOD
5683,Seraing,HOUSE,HOUSE,250000.0,2.0,195.89453526389536,SEMI_EQUIPPED,0,0.0,1,33.0,0,0.0,113.0,3.0,0,GOOD
5684,Beersel,HOUSE,HOUSE,395000.0,3.0,160.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,203.0,3.0,0,TO_RENOVATE
5685,Oostende,HOUSE,HOUSE,195000.0,3.0,105.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,212.0,0.0,0,GOOD
5686,Bruxelles,APARTMENT,APARTMENT,410000.0,3.0,126.0,USA_HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,AS_NEW
5687,Halle,HOUSE,HOUSE,590000.0,5.0,338.0,NOT_DEFINED,0,1.0,1,0.0,0,0.0,340.0,2.0,0,GOOD
5688,Geraardsbergen,HOUSE,MIXED_USE_BUILDING,139000.0,0.0,187.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,400.0,0.0,0,TO_RENOVATE
5689,Sint-Kruis,APARTMENT,DUPLEX,349000.0,2.0,94.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
5690,Kortrijk,HOUSE,HOUSE,400000.0,3.0,285.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,94.0,2.0,0,GOOD
5691,Antwerp,HOUSE,HOUSE,419000.0,5.0,160.0,INSTALLED,0,0.0,1,10.0,0,0.0,80.0,0.0,0,JUST_RENOVATED
5692,Borgerhout,HOUSE,EXCEPTIONAL_PROPERTY,419000.0,5.0,160.0,INSTALLED,0,0.0,1,10.0,0,0.0,80.0,0.0,0,JUST_RENOVATED
5693,Borgerhout,HOUSE,MIXED_USE_BUILDING,419000.0,5.0,160.0,INSTALLED,0,0.0,1,10.0,0,0.0,80.0,0.0,0,JUST_RENOVATED
5694,Borgerhout,HOUSE,HOUSE,419000.0,5.0,160.0,INSTALLED,0,0.0,1,10.0,0,0.0,80.0,0.0,0,JUST_RENOVATED
5695,Anderlecht,HOUSE,HOUSE,425000.0,4.0,190.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,103.0,2.0,0,TO_BE_DONE_UP
5696,Machelen,HOUSE,HOUSE,425000.0,3.0,135.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,108.0,0.0,0,AS_NEW
5697,VARSENARE,HOUSE,HOUSE,425000.0,3.0,138.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,110.0,2.0,0,GOOD
5698,AYE,HOUSE,HOUSE,429000.0,7.0,350.0,SEMI_EQUIPPED,0,0.0,1,80.0,1,1616.0,2649.0,4.0,0,GOOD
5699,COUTISSE,HOUSE,COUNTRY_COTTAGE,440000.0,4.0,160.0,INSTALLED,0,0.0,1,0.0,1,0.0,2283.0,4.0,0,GOOD
5700,COUTISSE,HOUSE,HOUSE,440000.0,4.0,160.0,INSTALLED,0,0.0,1,0.0,1,0.0,2283.0,4.0,0,GOOD
5701,Londerzeel,HOUSE,HOUSE,445000.0,3.0,154.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,0.0,1688.0,4.0,0,GOOD
5702,Willebroek,HOUSE,MIXED_USE_BUILDING,445000.0,3.0,145.0,INSTALLED,0,0.0,1,44.0,1,50.0,243.0,2.0,0,UNKNOWN
5703,Willebroek,HOUSE,MANSION,445000.0,3.0,145.0,INSTALLED,0,0.0,1,44.0,1,50.0,243.0,2.0,0,UNKNOWN
5704,Temse,HOUSE,HOUSE,445000.0,3.0,175.0,INSTALLED,0,0.0,1,0.0,1,0.0,189.0,2.0,0,GOOD
5705,Machelen,HOUSE,HOUSE,449000.0,4.0,173.0,INSTALLED,0,1.0,1,0.0,0,0.0,419.0,3.0,0,GOOD
5706,Meise,HOUSE,BUNGALOW,449000.0,3.0,155.0,INSTALLED,0,1.0,1,21.0,1,150.0,597.0,4.0,0,GOOD
5707,Meise,HOUSE,VILLA,449000.0,3.0,155.0,INSTALLED,0,1.0,1,21.0,1,150.0,597.0,4.0,0,GOOD
5708,Overijse,HOUSE,HOUSE,449000.0,3.0,110.0,HYPER_EQUIPPED,0,0.0,1,17.0,0,0.0,0.0,2.0,0,GOOD
5709,Louvain-La-Neuve,HOUSE,VILLA,450000.0,4.0,160.0,INSTALLED,0,0.0,1,57.0,1,0.0,600.0,4.0,0,GOOD
5710,Braine-l'Alleud,HOUSE,HOUSE,450000.0,4.0,144.0,USA_SEMI_EQUIPPED,0,0.0,1,64.0,1,215.0,733.0,4.0,0,GOOD
5711,MONT-SAINT-GUIBERT,HOUSE,VILLA,450000.0,4.0,160.0,INSTALLED,0,0.0,1,57.0,1,0.0,600.0,4.0,0,GOOD
5712,Evere,HOUSE,MIXED_USE_BUILDING,459000.0,4.0,208.0,INSTALLED,0,0.0,1,31.0,0,0.0,260.0,2.0,0,GOOD
5713,Evere,HOUSE,HOUSE,459000.0,4.0,208.0,INSTALLED,0,0.0,1,31.0,0,0.0,260.0,2.0,0,GOOD
5714,Mettet,HOUSE,HOUSE,460000.0,3.0,171.0,USA_INSTALLED,0,0.0,1,40.0,1,900.0,1061.0,4.0,0,GOOD
5715,Waterloo,HOUSE,HOUSE,470000.0,4.0,164.0,USA_HYPER_EQUIPPED,0,0.0,1,20.0,1,250.0,345.0,3.0,0,GOOD
5716,Overijse,HOUSE,VILLA,470000.0,3.0,120.0,HYPER_EQUIPPED,0,0.0,1,36.0,1,393.0,600.0,4.0,0,GOOD
5717,MELSELE,HOUSE,HOUSE,470000.0,5.0,188.0,INSTALLED,0,0.0,0,0.0,1,0.0,192.0,2.0,0,UNKNOWN
5718,Kraainem,HOUSE,HOUSE,475000.0,2.0,123.0,INSTALLED,0,0.0,1,0.0,0,0.0,406.0,3.0,0,UNKNOWN
5719,OUDEGEM,HOUSE,HOUSE,489000.0,6.0,275.0,INSTALLED,0,1.0,1,69.0,0,0.0,261.0,3.0,0,UNKNOWN
5720,Ieper,HOUSE,HOUSE,850000.0,3.0,582.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,709.0,0.0,0,AS_NEW
5721,Nieuwpoort,APARTMENT,FLAT_STUDIO,185000.0,0.0,38.0,INSTALLED,1,0.0,1,0.0,1,0.0,0.0,0.0,0,UNKNOWN
5722,Niel,HOUSE,HOUSE,224000.0,4.0,195.89453526389536,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,TO_RENOVATE
5723,Hemiksem,HOUSE,HOUSE,199000.0,2.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
5724,Antwerp,APARTMENT,APARTMENT,269000.0,1.0,99.71322712115598,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,UNKNOWN
5725,Ranst,HOUSE,HOUSE,549000.0,4.0,256.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,583.0,0.0,0,UNKNOWN
5726,Olen,HOUSE,VILLA,795000.0,3.0,391.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,3260.0,0.0,1,UNKNOWN
5727,Mol,APARTMENT,APARTMENT,249000.0,2.0,75.0,INSTALLED,0,0.0,1,41.0,0,0.0,0.0,0.0,0,AS_NEW
5728,Sint-Eloois-Winkel,HOUSE,HOUSE,325000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,303.0,2.0,0,UNKNOWN
5729,Sint-Pieters-Leeuw,HOUSE,HOUSE,298000.0,2.0,143.0,INSTALLED,0,0.0,0,0.0,1,0.0,152.0,0.0,0,JUST_RENOVATED
5730,Ixelles,HOUSE,MIXED_USE_BUILDING,1250000.0,3.0,415.0,USA_HYPER_EQUIPPED,0,0.0,1,25.0,1,25.0,195.0,2.0,0,GOOD
5731,Nijlen,HOUSE,HOUSE,339000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,984.0,0.0,0,UNKNOWN
5732,Middelburg,HOUSE,VILLA,1350000.0,4.0,289.6942604856512,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,4.0,0,GOOD
5733,Knokke-Heist,HOUSE,VILLA,3595000.0,5.0,289.6942604856512,INSTALLED,0,0.0,0,0.0,0,0.0,2648.0,0.0,0,GOOD
5734,Assebroek,HOUSE,HOUSE,295000.0,4.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,142.0,2.0,0,UNKNOWN
5735,Heist-aan-Zee,HOUSE,HOUSE,259000.0,3.0,146.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,75.0,2.0,0,UNKNOWN
5736,Heist-aan-Zee,APARTMENT,APARTMENT,325000.0,2.0,82.0,INSTALLED,0,0.0,1,0.0,1,0.0,0.0,2.0,0,AS_NEW
